symbol,full_name,description,exchange,type,sector,logo_urls,exchange_logo,is_master
FOWAD,FOWAD,Forward Community Microfinance Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e409189b0621726220568.png,/storage/stock-full-names/alpha-stocks/66e409189b0621726220568.png,True
GBBD85,GBBD85,8.75% Garima Debenture 2085,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091c410531726220572.png,/storage/stock-full-names/alpha-stocks/66e4091c410531726220572.png,False
GBBL,GBBL,Garima Bikas Bank Limited,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stock-full-names/alpha-stocks/66e40910bf87c1726220560.png,/storage/stock-full-names/alpha-stocks/66e40910bf87c1726220560.png,True
GBBLPO,GBBLPO,Garima Bikas Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/L1LcruZ3B2EFj0Dv7Ohw.png,/storage/stock-full-names/March2022/L1LcruZ3B2EFj0Dv7Ohw.png,False
GBD80/81,GBD80/81,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/,/storage/,False
GBILD80|81,GBILD80|81,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/9v9jWcqRKqI1MM3Vuftc.png,/storage/stock-full-names/March2022/9v9jWcqRKqI1MM3Vuftc.png,False
GBILD84/85,GBILD84/85,Global IME Bank Debenture 2084/85,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/November2024/VwrQVKTKL9pAq3FTwLjt.jpg,/storage/stock-full-names/November2024/VwrQVKTKL9pAq3FTwLjt.jpg,False
GBILD86/87,GBILD86/87,Global IME Bank Limited Debenture 2086/87,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091c7c9c51726220572.png,/storage/stock-full-names/alpha-stocks/66e4091c7c9c51726220572.png,False
GBIME,GBIME,Global IME Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e409097913f1726220553.png,/storage/stock-full-names/alpha-stocks/66e409097913f1726220553.png,True
GBIMEP,GBIMEP,Global IME Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/AT1O8wYBLFyqQJZzS4TA.png,/storage/stock-full-names/March2022/AT1O8wYBLFyqQJZzS4TA.png,False
GBIMESY2,GBIMESY2,Global IME Samunnat Yojana - II,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/July2025/rBfR0L0ZQKeOnyLkd5MS.jpg,/storage/stock-full-names/July2025/rBfR0L0ZQKeOnyLkd5MS.jpg,False
GBLBS,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40905561e11726220549.png,/storage/stock-full-names/alpha-stocks/66e40905561e11726220549.png,False
GBLBSP,GBLBSP,Grameen Bikas Laghubitta Bittiya Sanstha Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/vrrQYHYZ8ZAK8YIeHpvy.png,/storage/stock-full-names/March2022/vrrQYHYZ8ZAK8YIeHpvy.png,False
GCIL,GCIL,Ghorahi Cement Industry Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stock-full-names/alpha-stocks/66e4090d746c01726220557.png,/storage/stock-full-names/alpha-stocks/66e4090d746c01726220557.png,True
GDBL,GDBL,Gandaki Bikas Bank Limited,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
GDBLPO,GDBLPO,Gandaki Bikas Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
GFCL,GFCL,Goodwill Finance Co. Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e409043b6161726220548.png,/storage/stock-full-names/alpha-stocks/66e409043b6161726220548.png,True
GFCLPO,GFCLPO,Goodwill Finance Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/RaDNWUTBkdGHmfRW3DhL.jpeg,/storage/stock-full-names/March2022/RaDNWUTBkdGHmfRW3DhL.jpeg,False
GHL,GHL,Ghalemdi Hydro Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40905706f31726220549.png,/storage/stock-full-names/alpha-stocks/66e40905706f31726220549.png,True
GIBF1,GIBF1,Global IME Balanced Fund - 1,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e409179e3051726220567.png,/storage/stock-full-names/alpha-stocks/66e409179e3051726220567.png,False
GIC,GIC,General Insurance Company Nepal Ltd,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/March2022/8q8lUdZSkMtzUkBvmFzO.jpg,/storage/stock-full-names/March2022/8q8lUdZSkMtzUkBvmFzO.jpg,False
GILB,GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40912a0bdc1726220562.png,/storage/stock-full-names/alpha-stocks/66e40912a0bdc1726220562.png,True
GILBPO,GILBPO,Global IME Laghubitta Bittiya Sanstha Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/bB6C7t0EMwYijZJnr3Mf.jpg,/storage/stock-full-names/March2022/bB6C7t0EMwYijZJnr3Mf.jpg,False
GIMES1,GIMES1,Global IME Samunnat Scheme-1,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/YhOJjd693IdI536yXGd2.jpg,/storage/stock-full-names/March2022/YhOJjd693IdI536yXGd2.jpg,False
GLBSL,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4090610e1b1726220550.png,/storage/stock-full-names/alpha-stocks/66e4090610e1b1726220550.png,True
GLH,GLH,GREENLIFE HYDROPOWER LIMITED,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090836ac11726220552.png,/storage/stock-full-names/alpha-stocks/66e4090836ac11726220552.png,True
GLICL,GLICL,Gurans Life Insurance Company Ltd.,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/March2022/fbKVURcwXGnhj5wOrmv9.jpg,/storage/stock-full-names/March2022/fbKVURcwXGnhj5wOrmv9.jpg,False
GLICLP,GLICLP,Guras Life Insurance Company Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/ieaaG661vxaZk9vth1Pc.jpg,/storage/stock-full-names/March2022/ieaaG661vxaZk9vth1Pc.jpg,False
GMFBS,GMFBS,Ganapati Microfinance Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40919240c81726220569.png,/storage/stock-full-names/alpha-stocks/66e40919240c81726220569.png,True
GMFIL,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e409034edcd1726220547.png,/storage/stock-full-names/alpha-stocks/66e409034edcd1726220547.png,True
GMFILP,GMFILP,Guheyshwori Merchant & Finance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/oKEohQTBEMmSy4kk6bvZ.jpg,/storage/stock-full-names/March2022/oKEohQTBEMmSy4kk6bvZ.jpg,False
GMLI,GMLI,Guardian Micro Life Insurance Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/November2024/dluJtpxBoj6yp21MOKb5.jpg,/storage/stock-full-names/November2024/dluJtpxBoj6yp21MOKb5.jpg,True
GRDBL,GRDBL,Green Development Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stock-full-names/alpha-stocks/66e4090db55601726220557.png,/storage/stock-full-names/alpha-stocks/66e4090db55601726220557.png,True
GRDBLP,GRDBLP,Green Development Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/RnVBBOM7a2HdI3S1uJ6l.png,/storage/stock-full-names/March2022/RnVBBOM7a2HdI3S1uJ6l.png,False
GRU,GRU,Gorakhkali Rubber Udhyog Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
GSY,GSY,Garima Samriddhi Yojana,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/December2024/GmdFlIGJ7vw7wWiZEBUV.png,/storage/stock-full-names/December2024/GmdFlIGJ7vw7wWiZEBUV.png,False
GUFL,GUFL,Gurkhas Finance Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e4090e0115c1726220558.png,/storage/stock-full-names/alpha-stocks/66e4090e0115c1726220558.png,True
GUFLPO,GUFLPO,Gurkhas Finance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/Aiw4jfvUYGy9YX8jffAL.jpg,/storage/stock-full-names/March2022/Aiw4jfvUYGy9YX8jffAL.jpg,False
GVL,GVL,Green Ventures Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e409071475e1726220551.png,/storage/stock-full-names/alpha-stocks/66e409071475e1726220551.png,True
GWFD83,GWFD83,12% Goodwill Finance Limited Debenture 2083,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/OumYlWowkBg0PApd91dl.jpg,/storage/stock-full-names/March2022/OumYlWowkBg0PApd91dl.jpg,False
H8020,H8020,Himalayan 80-20,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e409199562d1726220569.png,/storage/stock-full-names/alpha-stocks/66e409199562d1726220569.png,False
HAMRO,HAMRO,Hamro Bikas Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
HAMROP,HAMROP,Hamro Bikas Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
HATH,HATH,Hathway Finance Company Limited,Finance src:Nepsealpha.com,stock,FINANCE,/storage/,/storage/,False
HATHPO,HATHPO,Hathway Finance Company Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
HATHY,HATHY,Hathway Investment Nepal Limited,Investment src:Nepsealpha.com,stock,INVESTMENT,/storage/stock-full-names/alpha-stocks/66e409052e4eb1726220549.png,/storage/stock-full-names/alpha-stocks/66e409052e4eb1726220549.png,True
HBL,HBL,Himalayan Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e4090a721bc1726220554.png,/storage/stock-full-names/alpha-stocks/66e4090a721bc1726220554.png,True
HBLD83,HBLD83,10% Himalayan Bank Ltd. Debenture 2083,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/JrEo6r5aa4kNEYoxKPZr.jpg,/storage/stock-full-names/March2022/JrEo6r5aa4kNEYoxKPZr.jpg,False
HBLD86,HBLD86,Himalayan Bank Limited Bond,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/November2024/L66Lqb0B85LzMEf96vvx.png,/storage/stock-full-names/November2024/L66Lqb0B85LzMEf96vvx.png,False
HBLPO,HBLPO,Himalayan Bank Ltd. Promoter,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/prg7ixAGhOa5crZo0IrY.jpg,/storage/stock-full-names/March2022/prg7ixAGhOa5crZo0IrY.jpg,False
HBT,HBT,Harisiddhi Brick And Tiles Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
HDHPC,HDHPC,Himal Dolakha Hydropower Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40909d8d6f1726220553.jpg,/storage/stock-full-names/alpha-stocks/66e40909d8d6f1726220553.jpg,True
HDL,HDL,Himalayan Distillery Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stock-full-names/alpha-stocks/66e4091221c591726220562.png,/storage/stock-full-names/alpha-stocks/66e4091221c591726220562.png,True
HEI,HEI,Himalayan Everest Insurance Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e409084f3961726220552.png,/storage/stock-full-names/alpha-stocks/66e409084f3961726220552.png,True
HEIP,HEIP,Himalayan Everest Insurance Limited (Promoter),Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e40919d02e81726220569.png,/storage/stock-full-names/alpha-stocks/66e40919d02e81726220569.png,True
HFL,HFL,Himalayan Finance Limited (Bittiya Sanstha),Finance src:Nepsealpha.com,stock,FINANCE,/storage/,/storage/,False
HGI,HGI,Himalayan General Insurance Co. Ltd,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/March2022/glvmeX1dn539W2FUHzS0.png,/storage/stock-full-names/March2022/glvmeX1dn539W2FUHzS0.png,False
HGIPO,HGIPO,Himalayan General Insurance Co. Ltd Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/GgnqbTqDuSw7wNSLaCiz.png,/storage/stock-full-names/March2022/GgnqbTqDuSw7wNSLaCiz.png,False
HHL,HHL,Himalayan Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40911716c21726220561.png,/storage/stock-full-names/alpha-stocks/66e40911716c21726220561.png,True
HIDCL,HIDCL,Hydroelectricity Investment and Development Company Ltd,Investment src:Nepsealpha.com,stock,INVESTMENT,/storage/stock-full-names/alpha-stocks/66e4090dc3bb81726220557.png,/storage/stock-full-names/alpha-stocks/66e4090dc3bb81726220557.png,True
HIDCLP,HIDCLP,Hydroelectricity Investment and Development Company Limited (Promoter),Investment src:Nepsealpha.com,stock,INVESTMENT,/storage/stock-full-names/alpha-stocks/66e40903361481726220547.png,/storage/stock-full-names/alpha-stocks/66e40903361481726220547.png,True
HIMSTAR,HIMSTAR,Him Star Urja Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/June2025/4e1y3hW5wTfoyFr7LSzs.png,/storage/stock-full-names/June2025/4e1y3hW5wTfoyFr7LSzs.png,True
HLBSL,HLBSL,Himalayan Laghubitta Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e409048cccf1726220548.png,/storage/stock-full-names/alpha-stocks/66e409048cccf1726220548.png,True
HLI,HLI,Himalayan Life Insurance Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e40906aab021726220550.png,/storage/stock-full-names/alpha-stocks/66e40906aab021726220550.png,True
HLICF,HLICF,HLI Large Cap Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stocks-v2/Nov2025/01K945D25APV6S6ATZ9TJG463D.jpg,/storage/stocks-v2/Nov2025/01K945D25APV6S6ATZ9TJG463D.jpg,False
HOTELS,HOTELS,Hotels and Tourism,HOTELS src:Nepsealpha.com,index,HOTELS,/storage/,/storage/,False
HPPL,HPPL,Himalayan Power Partner Ltd.,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090ccca081726220556.png,/storage/stock-full-names/alpha-stocks/66e4090ccca081726220556.png,True
HRL,HRL,Himalayan Reinsurance Limited,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/alpha-stocks/66e40903f02381726220547.png,/storage/stock-full-names/alpha-stocks/66e40903f02381726220547.png,True
HURJA,HURJA,Himalaya Urja Bikas Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40911dd8651726220561.png,/storage/stock-full-names/alpha-stocks/66e40911dd8651726220561.png,True
HYDROPOWER,HYDROPOWER,Hydropower,Hydro Power src:Nepsealpha.com,index,HYDROPOWER,/storage/,/storage/,False
ICFC,ICFC,ICFC Finance Limited,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e40903e020c1726220547.png,/storage/stock-full-names/alpha-stocks/66e40903e020c1726220547.png,True
ICFCD83,ICFCD83,12% ICFC Finance Limited Debenture 2083,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/Ra03exa84zMm0dFbtofh.png,/storage/stock-full-names/March2022/Ra03exa84zMm0dFbtofh.png,False
ICFCD88,ICFCD88,9% ICFC Finance Limited Debenture-2088,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/January2025/q5yjyM1PeXbzV7hBEAXx.png,/storage/stock-full-names/January2025/q5yjyM1PeXbzV7hBEAXx.png,False
ICFCPO,ICFCPO,ICFC Finance Limited Promotor Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/KO8L0iJmHcyKhgUsSwnb.png,/storage/stock-full-names/March2022/KO8L0iJmHcyKhgUsSwnb.png,False
IGI,IGI,IGI Prudential Insurance Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e409036dea61726220547.png,/storage/stock-full-names/alpha-stocks/66e409036dea61726220547.png,True
IGIPO,IGIPO,IME General Insurance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/JXLwmieGyuIACXzX6l6o.png,/storage/stock-full-names/March2022/JXLwmieGyuIACXzX6l6o.png,False
IHL,IHL,Ingwa Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40908cd4e21726220552.png,/storage/stock-full-names/alpha-stocks/66e40908cd4e21726220552.png,True
ILBS,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4090d8e82a1726220557.png,/storage/stock-full-names/alpha-stocks/66e4090d8e82a1726220557.png,True
ILBSP,ILBSP,Infinity Laghubitta Bittiya Sanstha Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/January2025/nPJLD7xp4yBKIbnLBEP8.jpg,/storage/stock-full-names/January2025/nPJLD7xp4yBKIbnLBEP8.jpg,False
ILFCMP,ILFCMP,ILFCO Microfinance Bittiya Sanstha Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
ILI,ILI,IME Life Insurance Company Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090b9ea521726220555.png,/storage/stock-full-names/alpha-stocks/66e4090b9ea521726220555.png,True
IME,IME,IME Limited,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/July2023/Uta0fAHm1acaD1WZWMRR.png,/storage/stock-full-names/July2023/Uta0fAHm1acaD1WZWMRR.png,False
INVESTMENT,INVESTMENT,INVESTMENT,Investment src:Nepsealpha.com,index,INVESTMENT,/storage/,/storage/,False
JALPA,JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/XW9fjy1SuhFTbwZ5PeJj.JPG,/storage/stock-full-names/March2022/XW9fjy1SuhFTbwZ5PeJj.JPG,False
JBBD87,JBBD87,Jyoti Bikash Bank Bond 2087,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/October2025/HNCqXwxpAW1KpUrTSY0e.png,/storage/stock-full-names/October2025/HNCqXwxpAW1KpUrTSY0e.png,False
JBBL,JBBL,Jyoti Bikas Bank Limited,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stock-full-names/alpha-stocks/66e409058ab9e1726220549.png,/storage/stock-full-names/alpha-stocks/66e409058ab9e1726220549.png,True
JBBLPO,JBBLPO,Jyoti Bikash Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/Z59p0hLibIRVcl5kYT4k.png,/storage/stock-full-names/March2022/Z59p0hLibIRVcl5kYT4k.png,False
JBLB,JBLB,Jeevan Bikas Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e409092567b1726220553.png,/storage/stock-full-names/alpha-stocks/66e409092567b1726220553.png,True
JBNL,JBNL,Janata Bank Nepal Ltd.,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/,/storage/,False
JBNLPO,JBNLPO,Janata Bank Nepal Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
JEFL,JEFL,Jebils Finance Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/,/storage/,False
JEFLPO,JEFLPO,Jebils Finance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
JFL,JFL,Janaki Finance Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e409051f0ca1726220549.png,/storage/stock-full-names/alpha-stocks/66e409051f0ca1726220549.png,True
JFLPO,JFLPO,Janaki Finance Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/UiY9pqrW3xaGJyzRvljn.jpg,/storage/stock-full-names/March2022/UiY9pqrW3xaGJyzRvljn.jpg,False
